Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities
-0.1324700902075544,0.9768198871843876,-0.2907181397656804,-0.9989033316057027
1.51660158523251,0.07150292224561128,-0.18252462212480397,1.0010978723962554
-0.23181175740273907,0.6832035742312718,0.43658272882020915,-0.9989033316057027
-0.23181175740273907,-0.07530523423094664,0.2322171954985541,1.0010978723962554
1.5762065855496206,-1.7978542702225646,1.6928296836503824,-0.9989033316057027
0.7616049145491075,1.0012879132638146,-0.37486865348636134,1.0010978723962554
-0.4503634252321443,1.2117129375468811,1.5906469169895558,-0.9989033316057027
-0.4503634252321443,-1.0393454617603461,0.412539724900015,-0.9989033316057027
-0.4503634252321443,1.965328140793215,-1.4568038298951231,1.0010978723962554
-1.7020684318914692,-0.43253841499057194,-0.9759437514912291,-0.9989033316057027
-0.5497050924273285,-1.0246646461126903,-0.5732234358279685,1.0010978723962554
-1.0066767615251782,-0.20743257505984922,1.9573027267725236,1.0010978723962554
0.3245015788902952,0.9376710454573061,-0.8196642260099634,-0.9989033316057027
-0.8874667608909561,-0.03126278728797882,-1.4808468338153176,-0.9989033316057027
-1.4040434303059157,0.5804378646976808,0.41855047588006417,-0.9989033316057027
1.4569965849153987,1.71086066956718,0.19014193863821363,-0.9989033316057027
-0.21194342396370175,-0.5842401766830153,1.969324228732622,-0.9989033316057027
0.06621324418281535,0.28192794652867864,-0.06230960252382983,-0.9989033316057027
-1.4040434303059157,0.9670326767526177,-2.0879326828002345,-0.9989033316057027
-0.5298367589882925,-0.9316861470108702,-0.41093315936665453,1.0010978723962554
0.3841065792074057,-0.34934712632052173,-0.5311481789676273,1.0010978723962554
-0.5894417593054021,1.0306495445591262,-0.15848161820460915,1.0010978723962554
-0.29141675771984865,-0.15360291768511056,-0.08034185546397739,-0.9989033316057027
-0.5894417593054021,1.745115906078377,-1.2704705495136144,-0.9989033316057027
1.8543632536961372,-1.6265780876665792,0.5207332425408902,1.0010978723962554
-0.013260089573331994,0.0470348961661851,1.4463888934683862,-0.9989033316057027
-1.0464134284032514,-1.4650891155423655,0.2262064445185062,-0.9989033316057027
0.821209914866218,-0.7016867018642625,0.9715395660445414,-0.9989033316057027
-1.2053600959155468,-0.706580307080147,0.13604517981777606,1.0010978723962554
0.20529157825607414,-0.2759430480822432,-0.9699330005111799,1.0010978723962554
-1.9404884331599124,-1.1812600130210191,0.220195693538457,-0.9989033316057027
-1.3047017631107316,-0.08509244466271747,-0.4770514201471892,1.0010978723962554
0.20529157825607414,0.4336297082211229,-1.0240297593316185,-0.9989033316057027
0.18542324481703684,-0.638069834057754,0.7130772739024481,1.0010978723962554
-0.11260175676851665,2.4693694780293973,-0.3327933966260215,1.0010978723962554
-0.29141675771984865,0.3063959726081048,1.7228834385506258,1.0010978723962554
-1.463648430623027,-1.7978542702225646,0.8332922935034223,-0.9989033316057027
-0.7086517599396246,-1.3867914320882015,-0.5191266770075303,-0.9989033316057027
-0.4503634252321443,0.20363026307451385,-0.5491804319077737,-0.9989033316057027
1.059629916134661,0.0812901326773821,1.9092167189321345,1.0010978723962554
-1.7418050987695435,2.1317107181333146,0.30434620725913925,-0.9989033316057027
0.3245015788902952,2.547667161483563,0.3524322150995282,1.0010978723962554
-0.37089009147599694,-0.2759430480822432,-1.5830296004761453,-0.9989033316057027
-0.6689150930615504,0.8397989411396005,-1.5710080985160477,1.0010978723962554
0.940419915500439,-0.6429634392736393,-0.014223594683440815,-0.9989033316057027
-0.8278617605738461,1.8821368521231647,-1.3906855691145872,1.0010978723962554
-0.29141675771984865,-0.08509244466271747,-0.3207718946659244,1.0010978723962554
0.344369912329332,0.39448086649404046,0.1660989347180188,-0.9989033316057027
0.9801565823785136,-0.016581971640323476,-1.8835671494785795,-0.9989033316057027
-0.4702317586711811,-0.15360291768511056,0.02184091119685111,-0.9989033316057027
-0.17220675708562763,0.2574599204492516,0.06992691903723948,-0.9989033316057027
-1.0861500952813254,-1.1763664078051346,-0.4469976652469452,1.0010978723962554
-1.1854917624765096,-1.944662426699123,-1.0180190083515692,1.0010978723962554
0.821209914866218,-0.22700699592338996,-0.36284715152626423,1.0010978723962554
1.3576549177202144,-0.8778564896361319,-0.36284715152626423,-0.9989033316057027
-0.07286508989044344,0.5217146021070577,1.7108619365905287,-0.9989033316057027
1.0000249158175505,0.4091616821416958,-0.1344386142844143,1.0010978723962554
0.36423824576836883,-0.001901155992667238,-0.4469976652469452,-0.9989033316057027
-0.6291784261834767,1.4319251722617186,-0.1344386142844143,-0.9989033316057027
1.536469918671546,-1.4455146946788247,0.32237846019928484,1.0010978723962554
-0.0331284230123693,-0.2367942063551608,0.3764752190197231,1.0010978723962554
1.5563382521105837,1.128521648876832,0.5147224915608423,-0.9989033316057027
-2.5961434366481306,-1.8614711380290736,-1.342599561274198,-0.9989033316057027
0.821209914866218,-0.10956047074214363,0.43658272882020915,-0.9989033316057027
0.08608157762185173,0.5461826281864838,0.14205593079782397,-0.9989033316057027
-0.29141675771984865,2.577028792778875,-0.5852449377880646,1.0010978723962554
0.1059499110608895,1.1676704906039141,0.06992691903723948,-0.9989033316057027
-1.9603567665989494,0.11554536918857909,-0.12241711232431722,-0.9989033316057027
-0.21194342396370175,0.49235297081174606,-0.04427734958368419,-0.9989033316057027
0.36423824576836883,-1.8761519536767295,0.13003442883772687,-0.9989033316057027
-0.7881250936957719,0.14001339526800616,0.5628084994012312,-0.9989033316057027
-0.4901000921102175,0.2672471308810224,0.19615268961826282,-0.9989033316057027
0.9205515820614022,0.01767326487087352,-0.6814169534688439,1.0010978723962554
0.3245015788902952,-0.021475576856207997,-0.801631973069818,1.0010978723962554
-0.5099684255492553,0.08618373789326751,0.13604517981777606,1.0010978723962554
0.5231849132806645,-1.0491326721921166,0.6950450209623018,-0.9989033316057027
0.1059499110608895,-0.2416878115710462,1.151862095446001,1.0010978723962554
-0.6887834265005872,-0.6233890184100976,0.43658272882020915,1.0010978723962554
-0.3112850911588864,1.152989674956258,-2.316341220042084,-0.9989033316057027
0.30463324545125836,0.09597094832503833,-0.6393416966085042,-0.9989033316057027
0.2648965785731837,-0.39338957326349044,8.088268726422172,1.0010978723962554
0.0066082438657048435,-1.0050902252491496,-0.9819545024712784,1.0010978723962554
-0.23181175740273907,-0.4080703889111458,1.5666039130693603,-0.9989033316057027
-0.41062675835407014,0.5510762334023683,-0.21858912800509653,-0.9989033316057027
-0.7881250936957719,0.6195867064247632,-0.807642724049866,-0.9989033316057027
-0.15233842364659125,-1.5042379572694478,0.34642146411947905,1.0010978723962554
0.4039749126464435,0.8300117307078297,0.7130772739024481,1.0010978723962554
1.874231587135174,-1.122536750430396,-1.090148020112154,1.0010978723962554
0.18542324481703684,0.947458255889077,0.02184091119685111,1.0010978723962554
-0.07286508989044344,-1.8467903223814173,-0.43497616328684807,1.0010978723962554
-0.013260089573331994,0.9572454663208477,0.9715395660445414,1.0010978723962554
0.06621324418281535,1.2166065427627666,-0.9579114985510828,-0.9989033316057027
2.450413256867244,-0.7701971748866561,-1.1983415377530295,1.0010978723962554
-0.192075090524664,0.15958781613154602,0.9655288150644922,1.0010978723962554
0.30463324545125836,0.663629153367731,0.15407743275792235,-0.9989033316057027
-1.1457550955984364,0.38469365606226963,-0.09837410840412239,-0.9989033316057027
0.7616049145491075,0.9523518611049614,1.3141523719073163,1.0010978723962554
0.8013415814271811,0.9572454663208477,-0.24263213192529137,-0.9989033316057027
-0.8874667608909561,-0.1682837333327668,0.4546149817603561,-0.9989033316057027
1.3973915845982892,-0.7848779905343123,-0.04427734958368419,1.0010978723962554
0.582789913597775,1.3193722522963576,0.16008818373796962,-0.9989033316057027
2.192124922159765,0.91320301937788,1.0196255738849316,1.0010978723962554
-0.5497050924273285,-0.21232618027573463,-0.5251374279875782,-0.9989033316057027
0.1059499110608895,-1.7489182180637117,-0.02624509664353791,1.0010978723962554
-0.4901000921102175,-0.09977326031037281,-0.21858912800509653,-0.9989033316057027
-1.5431217643791746,-1.1812600130210191,-0.5431696809277244,1.0010978723962554
0.06621324418281535,0.14001339526800616,-0.9999867554114237,-0.9989033316057027
-1.0464134284032514,1.143202464524488,1.1999481032863912,-0.9989033316057027
0.4834482464025908,-0.9757285939538376,-1.8835671494785795,-0.9989033316057027
-0.9073350943299934,0.2183110787221701,1.1759050993661966,-0.9989033316057027
1.536469918671546,0.9621390715367323,-1.2344060436333228,1.0010978723962554
-0.7682567602567346,0.19873665785862932,0.460625732740404,-0.9989033316057027
-0.3112850911588864,-0.5304105193082775,-0.5551911828878219,1.0010978723962554
0.821209914866218,-0.006794761208552651,-1.5289328416557066,-0.9989033316057027
-1.2252284293545836,0.9180966245937644,1.0076040719248334,-0.9989033316057027
0.22515991169511052,0.24277910480159626,-2.190115449461061,1.0010978723962554
1.298049917403104,-0.021475576856207997,0.6890342699822546,-0.9989033316057027
0.18542324481703684,0.4874593655958606,0.9234535582041524,-0.9989033316057027
0.2648965785731837,-1.1959408286686748,0.538765495481037,1.0010978723962554
0.7814732479881443,0.6000122855612215,0.5267439935209399,1.0010978723962554
-1.2252284293545836,0.91320301937788,0.785206285663032,-0.9989033316057027
0.30463324545125836,-1.0344518565444616,-0.3267826456459723,-0.9989033316057027
0.2648965785731837,-0.11445407595802905,-0.23061062996519427,1.0010978723962554
0.344369912329332,0.9719262819685031,0.06992691903723948,-0.9989033316057027
0.24502824513414642,0.5266082073229421,1.9452812248124265,-0.9989033316057027
0.30463324545125836,-2.8450857864220143,-0.10438485938417094,1.0010978723962554
-0.7086517599396246,0.15958781613154602,-1.06009426521191,-0.9989033316057027
1.8543632536961372,-0.41296399412703116,-0.1344386142844143,1.0010978723962554
0.4834482464025908,2.0387322190314943,-0.7835997201296715,-0.9989033316057027
-1.1854917624765096,-1.8663647432449582,1.7409156914907726,1.0010978723962554
-0.966940094647104,-1.8761519536767295,0.5447762464610862,-0.9989033316057027
0.7814732479881443,-0.5548785453877041,0.43658272882020915,-0.9989033316057027
1.158971583329845,-1.6804077450413182,0.827281542523373,-0.9989033316057027
-0.8079934271348087,2.234476427666906,0.19014193863821363,1.0010978723962554
0.42384324608547935,-0.22211339070750544,0.01583016021680192,-0.9989033316057027
0.821209914866218,-0.0606244185832913,-1.1322232769724951,-0.9989033316057027
-0.23181175740273907,1.01596872891147,1.5906469169895558,-0.9989033316057027
-0.7483884268176978,0.6097994959929923,0.6349375111618151,-0.9989033316057027
-0.8675984274519193,0.8838413880825683,-0.12241711232431722,-0.9989033316057027
-0.07286508989044344,1.094266412365635,-0.5732234358279685,-0.9989033316057027
0.344369912329332,0.981713492400274,0.28030320333894376,-0.9989033316057027
0.2847649120122215,-0.2416878115710462,-0.2967288907457283,1.0010978723962554
